STATE,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
GA,40,E,H,M,3,4,N,L,G,A,R,2
other,46,U,U,M,1,4,N,L,E,D,R,2
other,40,E,U,F,3,4,N,L,F,B,T,2
CA,19,E,H,F,3,4,N,L,F,A,S,2
WA,18,U,U,M,0,4,N,L,G,B,S,2
other,42,U,U,F,0,4,N,L,F,D,R,1
other,49,U,U,F,0,4,Y,L,E,C,R,2
other,31,U,U,F,0,4,N,L,E,B,C,3
FL,25,E,H,F,2,4,N,L,F,B,C,2
WA,45,U,U,M,3,4,N,L,E,D,R,2
other,8,E,H,M,3,4,N,L,E,A,U,3
other,24,I,H,F,3,4,N,L,E,B,C,1
other,51,U,U,M,0,4,N,L,F,D,R,3
IL,14,U,U,F,0,4,N,L,F,A,S,1
FL,39,E,H,M,2,4,N,L,F,B,T,2
other,49,U,U,M,0,4,N,L,E,C,R,2
CA,13,I,U,M,0,12,N,L,F,A,S,1
other,21,E,H,F,3,4,N,L,F,B,S,3
IL,21,U,U,F,0,4,N,L,E,B,S,3
GA,51,E,U,F,3,4,N,L,E,B,R,3
MO,53,E,U,F,1,12,N,L,G,D,R,3
FL,31,E,H,M,3,4,N,L,F,A,C,3
MO,21,I,U,M,2,4,N,L,E,B,S,3
CA,5,E,H,F,3,4,N,L,F,A,U,2
FL,2,E,H,F,3,12,N,L,E,A,U,1
other,35,E,U,F,2,4,N,L,E,C,T,1
IL,18,U,U,F,0,4,N,L,F,A,S,2
IL,40,U,H,M,3,4,N,L,G,B,T,2
CA,3,E,H,M,3,4,N,L,E,A,U,1
IL,15,E,H,M,1,4,N,L,F,A,S,1
MO,40,U,U,M,0,4,N,L,E,A,T,2
CA,13,E,U,F,2,4,N,L,F,A,S,1
other,27,E,U,F,3,4,N,L,F,C,C,2
CA,14,E,U,F,2,4,N,L,F,A,S,1
other,46,U,U,F,0,4,N,L,F,A,R,2
other,43,U,U,F,0,4,N,L,G,D,R,2
IL,35,E,H,M,3,4,N,L,F,A,T,1
other,45,E,U,M,2,4,N,L,F,D,R,2
WA,16,U,U,M,1,4,N,L,D,A,S,2
other,51,E,H,F,3,4,N,L,E,C,R,3
CA,15,E,H,F,1,12,Y,L,E,B,S,1
other,45,E,H,M,2,4,N,L,F,A,R,2
WA,35,I,U,M,0,4,N,L,F,C,T,1
other,53,U,U,F,2,4,N,L,F,D,R,3
IN,11,E,H,F,3,4,N,L,G,B,S,1
CA,11,U,H,F,2,4,N,L,F,A,S,1
NC,49,E,U,F,3,4,N,L,F,B,R,2
other,35,E,H,F,3,4,N,L,F,B,T,1
MI,11,E,H,F,2,4,N,L,F,B,S,1
FL,13,E,U,F,3,4,N,L,F,B,S,1
other,29,E,U,F,3,4,N,L,E,A,C,2
FL,46,E,U,M,2,4,N,L,E,C,R,2
other,51,E,U,M,3,4,N,L,E,C,R,3
IL,17,E,H,M,3,4,N,L,F,A,S,2
MO,36,U,U,F,3,4,N,L,D,D,T,2
other,44,U,U,M,0,4,N,L,E,B,R,2
IL,24,I,H,M,2,4,Y,L,F,C,C,1
other,13,I,U,M,0,4,N,L,F,B,S,1
FL,26,E,H,M,3,4,N,L,G,B,C,2
other,42,E,H,F,3,4,Y,L,F,D,R,1
CA,20,E,H,M,3,4,N,L,E,A,S,2
other,36,I,U,other,1,4,N,L,E,D,T,2
FL,9,E,H,F,2,4,Y,L,E,A,U,3
other,40,U,U,F,1,4,N,L,D,B,T,2
MO,30,E,H,F,3,4,N,L,F,B,C,3
other,17,U,H,F,2,4,Y,L,E,B,S,2
other,25,I,U,M,0,4,Y,L,E,C,C,2
GA,16,E,H,M,3,4,N,L,G,A,S,2
other,24,E,H,M,3,4,N,L,F,C,C,1
CA,27,E,H,M,3,4,N,L,F,B,C,2
WA,15,E,H,M,3,4,N,L,E,A,S,1
GA,43,U,U,F,2,4,N,L,F,D,R,2
WA,28,E,U,M,2,4,Y,L,F,C,C,2
IN,27,U,H,M,3,4,N,L,G,C,C,2
CA,21,U,H,M,3,4,N,L,F,B,S,3
other,39,E,H,M,3,4,N,L,E,B,T,2
FL,23,U,U,F,0,4,N,L,G,A,C,1
other,12,U,H,F,2,4,N,L,F,A,S,1
CA,6,I,U,F,0,4,N,L,F,A,U,2
CA,20,E,H,F,3,4,N,L,F,A,S,2
CA,10,E,H,M,2,4,N,L,F,A,U,4
MO,48,E,H,M,2,12,N,L,G,D,R,2
other,39,E,U,M,1,4,N,L,F,B,T,2
other,52,U,U,F,0,4,N,L,G,D,R,3
TX,40,E,H,F,2,4,N,L,F,C,R,2
CA,7,E,U,F,2,4,N,L,F,A,U,2
NC,25,E,H,M,3,4,Y,L,G,B,C,2
other,41,E,U,M,3,4,N,L,G,C,T,3
FL,9,U,U,F,0,4,N,L,G,A,U,3
CA,14,U,H,F,1,4,N,L,G,B,S,1
other,11,U,U,M,0,4,N,L,G,B,S,1
FL,29,U,U,M,0,4,N,L,F,B,C,2
CA,9,E,H,M,3,4,N,L,F,A,U,3
TX,24,E,H,M,3,4,N,L,G,A,C,1
GA,43,U,U,F,0,4,N,L,F,D,R,2
TX,12,E,H,F,3,4,N,L,E,B,S,1
IN,49,U,U,M,0,4,N,L,F,D,R,2
WA,46,E,H,F,3,4,N,L,D,D,R,2
CA,2,E,H,M,1,4,N,L,D,A,U,1
other,39,E,H,F,3,4,N,L,G,B,T,2
CA,2,E,H,F,3,4,Y,L,F,A,U,1
MI,40,E,H,F,3,4,N,L,G,B,T,2
CA,5,I,U,F,0,4,N,L,F,A,U,2
FL,20,U,U,F,0,12,N,L,G,A,S,2
other,51,E,H,M,2,4,N,L,F,D,R,3
CA,3,U,U,M,0,4,N,L,F,A,U,1
CA,1,E,H,M,3,4,N,L,F,A,U,1
IL,8,E,H,F,2,4,N,L,G,A,U,3
other,25,I,H,F,1,4,N,L,F,C,C,2
CA,15,U,U,F,0,4,N,L,G,A,S,1
WA,40,E,H,F,2,12,N,L,G,B,T,2
other,24,E,U,M,1,4,N,L,F,B,C,1
CA,31,U,U,F,0,4,N,L,F,A,C,3
other,45,E,H,M,3,4,N,L,F,D,R,2
NC,46,E,H,M,2,4,N,L,D,B,R,2
TX,16,U,H,M,2,4,N,L,G,A,S,2
WA,24,E,H,F,3,4,N,L,F,A,C,1
MI,36,E,U,M,2,4,Y,L,E,D,T,2
TX,38,U,H,F,2,12,N,L,D,A,T,2
WI,5,E,H,F,3,4,N,L,D,B,U,2
TX,30,E,H,other,2,4,N,L,E,B,C,3
other,41,U,H,M,3,4,N,L,E,C,T,3
CA,10,U,U,F,0,4,N,L,E,A,U,4
CA,24,E,H,F,2,4,N,L,F,C,C,1
other,32,U,U,F,0,4,N,L,G,B,C,3
TX,10,E,U,M,1,4,N,L,G,A,U,4
other,50,E,U,F,2,4,N,L,G,D,R,3
IN,49,E,H,M,3,4,N,L,E,B,R,2
MI,13,U,U,F,0,4,N,L,E,A,S,1
NC,27,E,H,F,3,4,N,L,E,C,C,2
TX,10,E,U,F,1,4,N,L,E,B,U,4
WI,35,E,U,F,1,4,N,L,E,B,T,1
FL,40,E,H,M,3,4,N,L,G,C,R,2
CA,40,U,U,F,2,4,N,L,F,A,R,2
WA,18,E,U,M,3,4,N,L,F,B,S,2
FL,25,E,H,M,3,4,Y,L,E,B,C,2
CA,2,E,H,F,3,4,N,L,E,A,U,1
WA,40,U,H,F,2,4,N,L,F,A,T,2
NC,43,E,H,F,3,4,Y,L,D,C,R,2
WI,31,E,H,F,3,12,N,L,F,C,C,3
WI,21,E,H,F,3,4,N,L,F,B,S,3
WA,18,E,U,M,1,4,Y,L,F,B,S,2
FL,18,E,H,M,2,4,Y,L,F,B,S,2
WA,44,U,U,M,0,4,N,L,F,B,R,2
FL,27,U,U,F,1,4,N,L,F,B,C,2
CA,7,U,H,other,2,4,N,L,G,A,U,2
other,40,E,H,F,2,4,N,L,F,C,R,2
WA,38,E,U,F,2,4,N,L,F,D,T,2
other,16,E,H,M,3,4,N,L,E,B,S,2
CA,40,E,H,M,3,4,N,L,G,C,T,2
IL,30,U,U,M,1,4,N,L,F,A,C,3
MO,16,E,U,F,2,4,N,L,F,B,S,2
other,29,U,U,M,0,4,N,L,E,B,C,2
other,15,I,U,M,0,4,N,L,F,D,S,1
CA,5,E,H,M,3,4,N,L,G,A,U,2
CA,33,E,H,F,2,4,N,L,E,B,C,3
other,51,I,U,M,0,4,N,L,F,C,R,3
MO,51,I,U,M,0,4,N,L,F,D,R,3
CA,19,U,U,M,0,4,N,L,G,A,S,2
TX,30,E,U,F,2,4,Y,L,F,A,C,3
WA,46,E,U,M,3,4,N,L,F,D,R,2
GA,49,U,U,F,0,4,N,L,F,D,R,2
NC,47,E,U,F,3,12,N,L,F,C,R,2
CA,38,E,H,F,1,4,N,L,G,B,T,2
TX,24,E,H,M,3,4,N,L,G,A,C,1
other,45,E,H,F,2,12,N,L,F,D,R,2
MO,53,U,H,F,3,4,N,L,G,D,R,3
other,46,E,H,F,2,4,N,L,F,D,R,2
NC,44,I,U,F,0,4,Y,L,D,B,R,2
NC,32,U,U,F,2,4,N,L,F,C,C,3
FL,23,E,H,M,3,4,N,L,F,B,C,1
other,11,I,U,F,0,4,N,L,F,B,S,1
other,28,E,H,M,3,4,Y,L,E,A,C,2
other,40,E,U,M,3,0,N,L,E,B,R,2
IL,12,E,H,F,3,4,N,L,G,A,S,1
other,30,E,H,F,3,4,N,L,F,C,C,3
IL,25,E,U,F,2,4,N,L,E,A,C,2
CA,12,E,H,F,3,4,N,L,F,A,S,1
FL,27,E,H,F,3,4,N,L,D,B,C,2
GA,24,E,H,M,2,4,Y,L,G,A,C,1
other,40,U,U,F,2,4,N,L,E,B,R,2
CA,41,U,H,M,3,4,N,L,F,A,T,3
IL,45,E,H,M,3,4,Y,L,F,D,R,2
other,23,E,U,M,3,4,N,L,F,B,C,1
WA,35,E,U,F,3,4,N,L,F,C,T,1
MI,16,E,H,F,2,4,N,L,G,A,S,2
FL,43,E,H,F,2,4,N,L,G,D,R,2
FL,8,E,H,F,3,12,N,L,E,A,U,3
other,36,U,U,M,0,4,N,L,F,D,T,2
CA,13,I,H,F,1,4,N,L,F,A,S,1
IL,44,E,U,M,3,4,N,L,E,D,R,2
TX,14,E,H,F,3,4,N,L,G,A,S,1
other,51,I,U,M,3,12,N,L,F,C,R,3
other,36,E,H,F,2,4,N,L,F,B,T,2
other,45,U,U,M,0,4,N,L,G,D,R,2
other,36,E,H,F,3,4,N,L,E,C,T,2
MI,35,U,U,M,0,4,N,L,F,A,T,1
WI,49,E,U,F,1,4,N,L,E,B,R,2
other,30,E,H,F,3,4,N,L,E,B,C,3
other,1,U,H,M,2,4,N,L,F,B,U,1
TX,16,E,H,F,3,4,N,L,F,A,S,2
CA,24,U,U,F,0,4,Y,L,F,A,C,1
MI,40,E,U,M,2,4,N,L,G,A,T,2
WA,45,U,U,M,0,4,N,L,G,D,R,2
FL,24,E,H,F,2,4,N,L,F,B,C,1
FL,23,U,U,M,0,4,N,L,G,B,C,1
CA,17,U,U,M,0,4,N,L,F,A,S,2
MI,5,I,H,other,3,4,N,L,D,A,U,2
NC,42,E,H,M,3,4,N,L,G,B,R,1
other,8,U,U,M,0,4,N,L,E,B,U,3
WA,35,E,U,F,2,4,N,L,F,A,T,1
TX,35,E,H,M,3,4,Y,L,F,C,T,1
other,36,E,H,M,3,12,N,L,G,B,T,2
CA,3,U,U,F,0,4,N,L,F,A,U,1
other,45,U,U,M,2,4,N,L,F,D,R,2
MI,17,E,U,M,2,4,N,L,F,B,S,2
MO,12,E,H,M,2,4,N,L,F,A,S,1
other,14,E,H,F,3,4,N,L,E,A,S,1
MI,16,E,H,F,3,4,N,L,E,B,S,2
NC,38,U,U,M,0,4,N,L,F,C,T,2
CA,13,E,H,M,3,4,N,L,F,A,S,1
CA,23,I,U,F,1,4,N,L,F,A,C,1
FL,18,I,H,other,3,4,Y,L,G,A,S,2
TX,22,E,H,M,3,4,N,L,D,A,C,1
other,40,U,U,F,2,4,N,L,F,B,R,2
CA,46,E,H,F,2,12,N,L,G,D,R,2
other,40,E,U,F,1,4,N,L,E,C,T,2
other,12,I,U,M,2,4,Y,L,F,B,S,1
WA,46,E,H,M,3,4,N,L,G,D,R,2
CA,40,E,H,F,2,4,N,L,G,B,T,2
CA,13,U,U,F,0,4,N,L,F,A,S,1
CA,21,U,H,other,3,12,N,L,D,A,S,3
IN,30,E,H,M,2,4,N,L,G,A,C,3
other,40,U,U,F,0,4,N,L,E,D,T,2
WA,27,E,H,M,3,4,Y,L,E,B,C,2
FL,18,I,U,F,0,4,N,L,F,A,S,2
other,42,U,H,F,2,4,N,L,G,B,R,1
other,51,E,H,M,3,4,N,L,F,B,R,3
other,21,I,U,other,1,4,N,L,E,B,S,3
other,42,U,U,other,2,4,N,L,G,B,R,1
GA,38,E,H,M,2,4,N,L,F,D,T,2
other,24,E,H,F,3,4,N,L,D,B,C,1
IL,27,U,H,F,2,4,N,L,G,A,C,2
CA,44,E,H,F,3,4,N,L,G,C,R,2
other,13,U,U,F,0,4,N,L,F,B,S,1
TX,39,U,H,F,2,4,N,L,E,C,T,2
CA,13,U,H,F,3,12,N,L,F,A,S,1
other,49,U,U,F,0,4,N,L,F,D,R,2
FL,11,E,U,F,2,4,N,L,F,A,S,1
CA,42,E,H,M,2,12,N,L,G,D,R,1
FL,30,E,H,F,3,4,N,L,D,A,C,3
other,12,E,H,F,3,4,N,L,D,B,S,1
MI,42,U,U,F,2,4,N,L,G,C,R,1
other,34,I,U,F,2,4,N,L,D,C,T,1
CA,6,I,U,M,0,4,Y,L,E,A,U,2
other,35,U,H,M,3,4,N,L,D,B,T,1
FL,29,E,H,F,3,12,N,L,F,B,C,2
CA,49,E,H,M,3,4,Y,L,G,C,R,2
CA,40,I,U,M,0,12,N,L,E,C,T,2
WA,51,U,U,M,1,4,N,L,D,C,R,3
CA,38,I,U,F,0,4,N,L,G,B,T,2
FL,24,E,H,F,2,12,N,L,F,C,C,1
CA,2,U,U,F,0,4,N,L,D,A,U,1
other,44,U,U,F,2,4,N,L,F,B,R,2
CA,40,E,H,M,2,2,Y,L,F,B,T,2
GA,35,E,H,M,1,4,N,L,G,A,T,1
FL,12,E,H,M,3,4,N,L,E,A,S,1
CA,41,E,H,F,3,4,N,L,F,B,T,3
other,51,E,U,M,2,4,N,L,F,D,R,3
other,43,E,U,F,2,4,N,L,F,D,R,2
IN,22,U,U,F,0,4,N,L,F,C,C,1
WI,44,E,H,M,2,4,N,L,G,C,R,2
FL,3,E,U,M,3,4,N,L,E,A,U,1
other,30,E,U,F,3,4,N,L,E,D,C,3
MI,43,E,U,M,3,4,N,L,E,D,R,2
IL,1,E,U,F,1,4,N,L,F,A,U,1
IL,18,E,H,M,2,4,N,L,G,A,S,2
other,46,U,U,M,1,4,N,L,E,B,R,2
CA,27,E,H,F,3,4,N,L,G,B,C,2
TX,2,E,H,F,3,4,N,L,F,A,U,1
CA,9,I,U,F,0,4,N,L,F,A,U,3
other,35,E,H,F,3,4,N,L,D,B,T,1
FL,29,U,U,M,1,4,Y,L,G,B,C,2
WA,40,I,U,M,3,4,N,L,G,A,T,2
FL,29,E,H,M,3,4,N,L,F,A,C,2
CA,40,E,H,F,3,4,N,L,E,C,T,2
FL,47,E,U,M,1,4,Y,L,F,B,R,2
WI,24,U,U,F,0,4,N,L,F,B,C,1
WI,53,E,U,F,3,4,N,L,E,D,R,3
other,51,E,H,F,3,4,N,L,E,B,R,3
other,30,E,H,M,3,4,N,L,F,C,C,3
CA,3,E,H,F,3,4,N,L,D,A,U,1
other,41,E,H,F,2,4,N,L,G,B,T,3
FL,25,E,H,F,3,4,N,L,G,C,C,2
other,32,E,H,F,3,4,N,L,E,B,C,3
other,45,E,U,F,3,4,N,L,G,D,R,2
WI,16,E,H,M,3,4,N,L,D,B,S,2
other,35,I,H,other,1,4,N,L,G,B,T,1
other,41,E,H,M,3,4,N,L,G,D,T,3
MI,14,U,U,M,3,4,N,L,E,A,S,1
other,50,U,U,F,0,12,N,L,F,B,R,3
CA,7,I,U,F,0,4,N,L,E,A,U,2
CA,4,U,U,F,0,4,N,L,G,A,U,2
GA,41,U,U,F,0,4,N,L,F,C,T,3
FL,36,E,H,F,3,4,Y,L,E,B,T,2
other,41,E,H,F,3,4,Y,L,D,B,T,3
other,45,U,U,F,0,4,N,L,G,D,R,2
CA,10,E,H,M,2,4,N,L,F,B,U,4
GA,40,E,H,M,1,4,N,L,F,A,R,2
MI,12,U,U,other,3,4,N,L,E,A,S,1
FL,28,E,H,F,1,4,N,L,D,C,C,2
other,16,U,H,F,2,4,N,L,F,B,S,2
MI,14,E,U,F,3,4,N,L,G,A,S,1
CA,46,I,U,M,0,4,N,L,F,C,R,2
TX,21,E,H,F,2,4,N,L,F,A,S,3
GA,25,E,H,F,3,4,N,L,G,A,C,2
CA,11,I,U,M,0,4,N,L,F,A,S,1
NC,32,U,U,F,2,4,N,L,F,B,C,3
other,26,E,H,F,3,4,Y,L,F,B,C,2
other,30,E,H,M,3,4,N,L,G,B,C,3
GA,34,E,H,F,3,4,N,L,F,D,T,1
IN,37,E,U,F,2,4,Y,L,F,D,T,2
IL,51,E,H,F,3,4,N,L,F,D,R,3
other,40,E,U,F,3,4,N,L,F,B,T,2
TX,18,E,H,M,2,4,N,L,G,A,S,2
IN,35,U,U,M,0,4,N,L,F,C,T,1
NC,36,U,U,F,0,4,N,L,G,C,T,2
other,30,E,H,F,3,12,N,L,F,B,C,3
MO,41,E,U,F,3,4,N,L,E,D,T,3
FL,28,E,H,F,3,4,N,L,E,C,C,2
other,35,E,H,M,3,4,N,L,E,B,T,1
other,31,U,U,F,0,4,N,L,G,C,C,3
other,21,I,U,M,0,4,N,L,G,B,S,3
TX,39,E,U,F,1,4,N,L,E,C,T,2
IL,35,E,U,F,3,4,N,L,G,A,T,1
other,12,E,H,M,3,12,Y,L,F,B,S,1
GA,14,E,H,F,3,4,N,L,F,A,S,1
TX,39,E,H,M,3,4,N,L,E,B,T,2
other,22,E,H,F,3,4,Y,L,F,B,C,1
IL,12,E,H,M,3,4,N,L,F,A,S,1
MI,39,I,H,F,2,4,N,L,E,C,T,2
IL,40,E,H,M,3,12,Y,L,F,A,T,2
other,4,E,H,F,3,4,Y,L,F,B,U,2
other,49,U,H,M,2,4,N,L,F,B,R,2
other,51,E,U,F,2,4,N,L,E,D,R,3
other,45,U,U,M,2,4,N,L,F,D,R,2
other,31,E,U,F,2,4,N,L,F,B,C,3
GA,47,U,U,F,0,4,N,L,G,D,R,2
FL,3,E,H,M,3,4,Y,L,F,A,U,1
IN,21,E,H,F,3,4,N,L,F,B,S,3
IL,2,E,H,F,3,4,N,L,F,A,U,1
other,31,U,U,M,2,4,N,L,F,C,C,3
TX,11,E,H,F,2,4,N,L,G,B,S,1
CA,3,E,H,M,3,4,N,L,F,A,U,1
other,49,U,U,F,2,12,N,L,E,D,R,2
other,45,I,U,F,0,4,N,L,E,D,R,2
other,24,E,H,M,3,4,N,L,E,B,C,1
other,24,E,U,M,2,4,N,L,E,C,C,1
other,48,U,U,M,3,4,N,L,F,D,R,2
FL,35,E,H,F,3,4,Y,L,F,C,T,1
CA,8,I,U,F,3,4,N,L,G,A,U,3
CA,9,I,U,F,2,4,N,L,F,A,U,3
WI,28,E,U,F,3,4,N,L,D,C,C,2
CA,40,E,H,M,3,4,N,L,G,A,T,2
MI,41,U,U,F,3,4,N,L,E,D,T,3
MO,18,E,H,F,3,4,N,L,G,B,S,2
other,39,E,H,F,3,4,N,L,G,B,T,2
WA,16,U,U,F,1,4,N,L,F,B,S,2
FL,27,E,H,F,3,4,N,L,E,A,C,2
FL,6,E,H,F,3,4,N,L,F,A,U,2
WI,38,E,U,M,1,4,Y,L,E,B,T,2
MI,27,U,U,M,0,4,N,L,F,C,C,2
other,4,U,U,M,2,4,N,L,F,B,U,2
other,34,E,H,M,3,4,N,L,F,B,T,1
FL,23,E,H,M,2,4,Y,L,G,B,C,1
WA,42,E,U,M,1,4,N,L,F,A,R,1
other,24,U,U,other,0,4,N,L,F,B,C,1
other,22,U,U,M,3,4,N,L,E,A,C,1
other,53,U,H,F,3,4,N,L,F,D,R,3
CA,13,I,U,F,2,4,N,L,G,A,S,1
MO,12,E,H,M,3,4,N,L,G,B,S,1
other,49,E,U,M,2,4,N,L,F,D,R,2
FL,27,E,H,M,3,4,N,L,F,C,C,2
FL,2,E,H,F,3,4,N,L,E,A,U,1
NC,49,E,U,M,3,12,N,L,F,B,R,2
TX,39,U,U,F,2,4,N,L,D,B,T,2
MI,43,I,U,M,0,4,N,L,F,D,R,2
other,12,E,H,F,2,4,N,L,F,A,S,1
other,40,E,H,F,3,4,N,L,E,A,T,2
other,36,U,U,M,0,12,N,L,F,D,T,2
TX,45,E,H,M,3,4,Y,L,F,C,R,2
TX,24,E,H,M,3,4,N,L,F,C,C,1
IL,37,E,U,F,2,4,N,L,F,A,T,2
FL,18,E,H,F,2,4,N,L,F,A,S,2
FL,28,E,H,F,1,4,N,L,F,A,C,2
CA,2,E,H,F,3,4,N,L,G,A,U,1
TX,14,E,H,F,2,4,N,L,G,A,S,1
CA,11,U,H,F,3,4,N,L,F,A,S,1
other,30,E,H,M,3,4,N,L,E,B,C,3
other,51,E,H,F,2,4,N,L,F,D,R,3
FL,21,U,U,F,2,4,N,L,G,A,S,3
other,46,E,H,F,3,4,N,L,F,B,R,2
other,43,U,U,F,0,4,Y,L,F,C,R,2
other,21,E,U,F,2,4,N,L,F,B,S,3
MO,23,E,H,F,3,4,N,L,D,A,C,1
NC,28,I,U,M,0,4,N,L,E,C,C,2
other,40,E,H,F,3,4,N,L,G,C,T,2
CA,17,E,H,M,3,4,Y,L,E,A,S,2
other,30,E,H,F,1,4,N,L,F,B,C,3
MO,30,U,U,F,1,4,N,L,D,B,C,3
MO,38,E,U,F,3,4,N,L,E,D,T,2
TX,9,U,U,F,3,4,N,L,E,B,U,3
WI,44,U,U,other,0,4,N,L,F,C,R,2
CA,14,U,U,F,0,4,N,L,F,A,S,1
FL,39,U,U,M,0,4,N,L,F,A,T,2
other,34,E,H,M,3,4,N,L,F,D,T,1
CA,20,E,H,F,2,4,N,L,F,A,S,2
MO,16,E,H,M,3,4,N,L,F,A,S,2
other,49,E,U,F,2,4,N,L,F,C,R,2
WA,11,U,U,other,1,12,N,L,G,A,S,1
NC,27,E,H,F,2,4,N,L,F,C,C,2
other,27,E,H,F,3,4,N,L,F,C,C,2
TX,22,U,U,F,0,4,N,L,F,A,C,1
GA,24,E,H,F,3,4,N,L,F,B,C,1
TX,14,E,U,F,3,4,N,L,F,A,S,1
CA,10,I,U,M,2,4,N,L,F,B,U,4
FL,20,U,U,M,0,4,N,L,F,A,S,2
other,51,U,U,M,2,4,N,L,E,D,R,3
WI,10,E,H,F,3,4,N,L,F,A,U,4
MI,49,E,H,F,3,4,N,L,E,B,R,2
other,10,U,U,F,0,4,N,L,F,A,U,4
WI,51,U,U,F,0,12,N,L,F,C,R,3
other,40,E,H,F,3,4,N,L,D,D,T,2
other,11,E,H,F,3,4,N,L,F,A,S,1
IL,2,E,H,F,2,4,N,L,G,A,U,1
IL,27,E,H,M,3,4,Y,L,F,A,C,2
IL,36,E,U,M,2,12,N,L,D,D,T,2
FL,48,E,H,F,2,4,N,L,D,C,R,2
other,25,E,H,M,3,4,Y,L,G,B,C,2
other,39,U,U,M,1,4,N,L,F,B,T,2
other,41,U,U,F,0,12,N,L,F,B,T,3
GA,39,E,H,F,2,4,N,L,G,C,T,2
other,50,U,H,M,3,4,N,L,F,D,R,3
CA,10,E,H,F,2,4,N,L,D,A,U,4
WI,53,U,U,F,1,4,N,L,D,D,R,3
CA,20,U,U,M,0,4,N,L,F,A,S,2
GA,35,U,H,M,1,4,N,L,F,B,T,1
other,14,E,H,F,1,4,N,L,F,B,S,1
other,40,E,H,M,2,4,N,L,F,B,T,2
MI,10,E,H,F,2,4,N,L,F,A,U,4
GA,12,E,H,M,3,4,Y,L,G,B,S,1
other,34,U,H,F,2,4,N,L,F,C,T,1
other,27,E,U,F,3,4,N,L,F,C,C,2
CA,3,U,H,M,3,12,N,L,F,A,U,1
CA,27,E,H,F,2,4,N,L,G,A,C,2
IL,24,E,H,F,3,12,N,L,F,A,C,1
FL,41,U,U,F,0,4,N,L,F,B,T,3
other,34,E,H,M,2,4,Y,L,G,D,T,1
TX,18,U,U,M,0,4,N,L,D,A,S,2
other,12,E,H,F,1,4,N,L,F,B,S,1
CA,30,U,H,F,1,4,N,L,G,A,C,3
other,12,U,U,F,0,4,N,L,F,A,S,1
other,43,U,U,M,3,4,N,L,F,D,R,2
WI,8,U,U,M,2,4,N,L,E,A,U,3
CA,24,E,H,M,3,4,Y,L,E,A,C,1
CA,31,E,H,F,3,4,Y,L,E,A,C,3
CA,2,E,H,F,3,4,N,L,F,A,U,1
MO,39,E,H,M,2,4,Y,L,F,A,T,2
MO,45,E,U,M,3,4,N,L,F,B,R,2
other,9,E,H,M,3,4,N,L,F,B,U,3
IN,44,E,H,M,3,4,N,L,E,B,R,2
other,27,U,U,F,0,4,N,L,F,C,C,2
other,3,U,U,F,0,4,Y,L,E,D,U,1
CA,9,E,H,F,3,4,N,L,F,A,U,3
MI,11,U,U,F,0,4,N,L,F,A,S,1
NC,35,E,H,F,2,4,N,L,F,B,T,1
other,12,E,H,F,3,4,N,L,F,B,S,1
other,44,E,U,M,2,4,N,L,G,B,R,2
other,42,U,U,F,3,4,N,L,F,D,R,1
FL,17,E,H,F,3,4,N,L,F,B,S,2
CA,7,U,U,F,3,4,N,L,F,A,U,2
NC,44,U,U,F,2,4,N,L,G,D,R,2
FL,5,E,H,F,3,4,N,L,F,A,U,2
MO,34,U,H,other,3,4,Y,L,D,B,T,1
IN,36,E,H,M,3,4,N,L,F,D,T,2
FL,3,I,U,F,0,4,N,L,F,A,U,1
GA,35,U,H,other,3,4,N,L,G,A,T,1
FL,45,E,H,F,2,4,N,L,E,C,R,2
TX,13,E,H,M,3,4,N,L,F,A,S,1
FL,28,I,U,F,0,4,N,L,F,B,C,2
CA,14,U,H,M,2,4,N,L,G,A,S,1
other,30,E,H,F,3,4,N,L,F,C,C,3
other,37,U,U,M,0,4,N,L,E,B,T,2
other,50,E,U,M,2,4,N,L,F,D,R,3
NC,27,E,H,M,3,4,Y,L,E,B,C,2
other,43,E,H,M,3,4,N,L,F,B,R,2
NC,49,E,H,M,3,4,N,L,F,C,R,2
other,14,U,H,F,3,4,N,L,F,A,S,1
TX,49,U,H,F,2,4,Y,L,G,D,R,2
CA,10,E,H,F,3,4,N,L,G,A,U,4
other,45,E,U,F,3,4,N,L,F,D,R,2
GA,15,E,H,M,3,4,N,L,E,A,S,1
TX,48,E,U,M,3,4,Y,L,F,D,R,2
FL,7,E,H,F,2,4,N,L,F,A,U,2
other,21,E,H,F,3,4,N,L,G,B,S,3
GA,30,E,H,F,3,4,N,L,F,A,C,3
IN,43,U,U,M,3,12,N,L,E,D,R,2
other,42,E,H,M,2,4,N,L,F,C,R,1
other,46,U,U,F,0,4,N,L,E,D,R,2
CA,23,E,U,M,3,4,N,L,G,A,C,1
CA,19,U,U,F,1,4,N,L,F,A,S,2
other,30,U,U,M,0,4,N,L,E,C,C,3
CA,18,E,H,M,2,12,N,L,E,A,S,2
IL,10,I,H,other,3,4,N,L,E,A,U,4
other,18,U,H,M,3,4,N,L,F,C,S,2
other,14,E,H,M,3,4,N,L,G,B,S,1
WA,13,U,U,M,0,12,N,L,G,A,S,1
TX,12,E,H,M,2,4,N,L,G,A,S,1
NC,32,U,H,M,2,4,Y,L,D,B,C,3
